age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
32,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,50,united-states,<=50K
33,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
37,private,some-college,10,divorced,exec-managerial,unmarried,white,female,0,0,60,united-states,<=50K
60,private,10th,6,divorced,farming-fishing,not-in-family,white,male,0,0,48,united-states,<=50K
35,state-gov,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,15,united-states,<=50K
43,federal-gov,bachelors,13,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50K
46,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50K
29,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,5178,0,40,united-states,>50K
36,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,42,united-states,>50K
27,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
50,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,84,united-states,>50K
22,private,some-college,10,married-civ-spouse,adm-clerical,wife,amer-indian-eskimo,female,0,0,44,united-states,<=50K
33,state-gov,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50K
61,private,10th,6,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50K
28,private,assoc-voc,11,married-civ-spouse,prof-specialty,own-child,white,female,0,0,40,united-states,<=50K
41,self-emp-not-inc,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,0,0,70,united-states,>50K
22,private,some-college,10,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50K
27,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
32,private,hs-grad,9,never-married,machine-op-inspct,own-child,black,female,0,1602,20,united-states,<=50K
28,private,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,<=50K
25,private,bachelors,13,never-married,craft-repair,own-child,white,male,0,1590,35,united-states,<=50K
37,local-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,30,united-states,>50K
58,private,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,37,united-states,<=50K
39,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
33,private,some-college,10,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50K
59,private,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
58,private,bachelors,13,divorced,craft-repair,own-child,white,female,0,0,20,united-states,<=50K
38,private,assoc-voc,11,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,36,philippines,>50K
34,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
31,private,some-college,10,divorced,craft-repair,own-child,black,male,0,0,40,united-states,<=50K
48,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
45,private,hs-grad,9,divorced,handlers-cleaners,not-in-family,white,male,0,0,50,united-states,<=50K
80,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,10605,0,10,united-states,>50K
23,private,hs-grad,9,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50K
33,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,37,united-states,>50K
38,self-emp-not-inc,some-college,10,divorced,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50K
44,self-emp-not-inc,masters,14,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,>50K
48,local-gov,masters,14,divorced,exec-managerial,unmarried,black,female,9562,0,40,united-states,>50K
40,state-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
19,local-gov,hs-grad,9,never-married,craft-repair,other-relative,black,female,0,0,40,united-states,<=50K
45,private,bachelors,13,divorced,exec-managerial,own-child,white,female,0,0,40,united-states,<=50K
34,private,some-college,10,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
70,private,some-college,10,divorced,other-service,not-in-family,white,male,0,0,80,united-states,<=50K
32,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50K
33,private,assoc-voc,11,divorced,other-service,unmarried,white,female,0,0,40,united-states,<=50K
24,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
30,local-gov,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,15,united-states,<=50K
22,private,some-college,10,never-married,sales,own-child,black,male,0,0,25,united-states,<=50K
52,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,other,male,99999,0,65,united-states,>50K
67,self-emp-not-inc,10th,6,married-civ-spouse,farming-fishing,husband,white,male,2414,0,80,united-states,<=50K
40,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1672,45,united-states,<=50K
55,private,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,0,0,20,united-states,<=50K
29,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
62,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,16,united-states,<=50K
22,private,hs-grad,9,divorced,machine-op-inspct,own-child,white,female,0,0,40,united-states,<=50K
64,state-gov,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
29,self-emp-not-inc,bachelors,13,never-married,exec-managerial,other-relative,white,male,0,0,50,united-states,<=50K
28,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50K
25,private,hs-grad,9,never-married,exec-managerial,other-relative,white,male,0,0,40,united-states,<=50K
47,state-gov,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,15024,0,50,united-states,>50K
26,private,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
18,private,12th,8,never-married,other-service,own-child,white,male,0,0,27,united-states,<=50K
52,self-emp-inc,10th,6,married-civ-spouse,sales,husband,white,male,4064,0,45,united-states,<=50K
48,local-gov,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50K
36,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,haiti,<=50K
23,private,assoc-voc,11,divorced,adm-clerical,not-in-family,white,female,0,0,30,united-states,<=50K
41,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
56,state-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,38,united-states,>50K
53,private,hs-grad,9,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
26,private,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
22,private,some-college,10,never-married,other-service,not-in-family,white,male,3325,0,40,united-states,<=50K
25,private,masters,14,never-married,prof-specialty,own-child,white,female,2597,0,31,united-states,<=50K
31,private,some-college,10,married-civ-spouse,other-service,husband,other,male,0,0,40,puerto-rico,<=50K
36,private,assoc-acdm,12,married-civ-spouse,machine-op-inspct,husband,white,male,2829,0,40,united-states,<=50K
46,state-gov,assoc-acdm,12,divorced,adm-clerical,unmarried,white,male,0,2258,38,united-states,>50K
32,private,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,36,puerto-rico,<=50K
43,self-emp-not-inc,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,60,united-states,<=50K
30,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,99999,0,50,united-states,>50K
41,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,7688,0,45,united-states,>50K
50,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,99999,0,60,united-states,>50K
37,state-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,38,united-states,<=50K
22,local-gov,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,50,united-states,<=50K
51,federal-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,80,united-states,<=50K
47,private,some-college,10,married-civ-spouse,exec-managerial,wife,black,female,0,0,40,united-states,>50K
40,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50K
23,private,some-college,10,separated,prof-specialty,unmarried,white,female,0,0,20,united-states,<=50K
30,private,some-college,10,never-married,tech-support,unmarried,white,female,0,0,40,united-states,<=50K
27,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,65,united-states,>50K
31,local-gov,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,35,united-states,<=50K
31,private,1st-4th,2,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,<=50K
30,private,hs-grad,9,divorced,craft-repair,own-child,white,male,0,0,40,united-states,<=50K
50,local-gov,bachelors,13,separated,prof-specialty,not-in-family,white,male,0,0,40,united-states,>50K
27,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50K
22,private,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,16,united-states,<=50K
29,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,>50K
28,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,60,united-states,<=50K
54,private,bachelors,13,divorced,exec-managerial,not-in-family,black,female,0,0,45,united-states,>50K
47,state-gov,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,48,united-states,>50K
34,private,hs-grad,9,married-spouse-absent,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50K
26,private,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50K
53,private,7th-8th,4,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,<=50K
23,state-gov,some-college,10,never-married,protective-serv,own-child,white,male,0,0,60,united-states,<=50K
42,local-gov,masters,14,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
36,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50K
52,federal-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,45,united-states,>50K
22,private,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50K
27,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
42,private,hs-grad,9,widowed,other-service,unmarried,white,female,0,0,40,united-states,<=50K
39,private,hs-grad,9,divorced,other-service,unmarried,black,female,5455,0,40,united-states,<=50K
49,state-gov,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
36,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,7688,0,40,united-states,>50K
20,private,preschool,1,never-married,other-service,own-child,white,male,0,0,32,united-states,<=50K
55,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,<=50K
47,private,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
33,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,33,united-states,>50K
36,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
39,private,doctorate,16,divorced,prof-specialty,unmarried,white,female,0,0,80,united-states,<=50K
55,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,48,united-states,>50K
21,private,assoc-acdm,12,never-married,prof-specialty,own-child,white,male,0,0,15,united-states,<=50K
48,private,assoc-acdm,12,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50K
30,private,assoc-voc,11,never-married,handlers-cleaners,own-child,white,male,0,0,45,united-states,<=50K
24,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50K
57,self-emp-not-inc,hs-grad,9,widowed,craft-repair,not-in-family,white,female,0,0,38,united-states,<=50K
20,private,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,60,united-states,<=50K
18,private,some-college,10,never-married,prof-specialty,own-child,white,female,0,1602,20,united-states,<=50K
56,private,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,4101,0,40,united-states,<=50K
36,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50K
44,private,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50K
57,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,15024,0,40,united-states,>50K
57,private,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,0,0,52,united-states,<=50K
33,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50K
61,private,7th-8th,4,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
39,private,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,15024,0,99,united-states,>50K
31,private,some-college,10,never-married,other-service,own-child,white,male,0,1721,16,united-states,<=50K
60,private,assoc-acdm,12,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50K
36,local-gov,assoc-voc,11,never-married,protective-serv,not-in-family,white,male,0,0,40,united-states,>50K
58,private,hs-grad,9,widowed,sales,not-in-family,white,female,0,0,35,united-states,>50K
50,private,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,38,united-states,<=50K
23,local-gov,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,12,united-states,<=50K
30,private,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50K
20,private,11th,7,never-married,prof-specialty,other-relative,white,male,0,0,40,united-states,<=50K
90,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,20051,0,72,united-states,>50K
49,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50K
47,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,3137,0,40,united-states,<=50K
34,private,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,40,taiwan,>50K
